|||			The Batch {0} of an item {1} has negative stock in the warehouse {2}{3}.|||			Please add a stock quantity of {4} to proceed with this entry.|||			If it is not possible to make an adjustment entry, please enable 'Allow Negative Stock for Batch' in Stock Settings to proceed.|||			However, enabling this setting may lead to negative stock in the system.|||			So please ensure the stock levels are adjusted as soon as possible to maintain the correct valuation rate.,|||			تحتوي الدفعة {0} من العنصر {1} على مخزون سالب في المستودع {2}{3}.|||			الرجاء إضافة كمية مخزون {4} لمتابعة هذا الإدخال.|||			إذا لم يكن من الممكن إجراء إدخال تعديل، برجاء تمكين 'السماح بالمخزون السلبي للدفعة' في إعدادات المخزون للمتابعة.|||			على أية حال، تمكين هذا الإعداد قد يؤدي إلى مخزون سلبي في النظام.|||			لذا يرجى التأكد من تعديل مستويات المخزون في أقرب وقت ممكن للحفاظ على معدل التقييم الصحيح.,
Disassembled Qty,الكمية المفككة,
Discount Amount in Transaction,مبلغ الخصم في المعاملة,
Discount Percentage in Transaction,نسبة الخصم في المعاملة,
Discount Validity,صلاحية الخصم,
Discount Validity Based On,صلاحية الخصم على أساس,
Discount cannot be greater than 100%.,لا يمكن أن يكون الخصم أكبر من 100%.,
Discount clarity,وضوح الخصم,
Discount of {} applied as per Payment Term,يتم تطبيق خصم بقيمة {} وفقًا لشروط الدفع,
Discounted Amount,المبلغ المخصوم,
Discounts to be applied in sequential ranges like buy 1 get 1, buy 2 get 2, buy 3 get 3 and so on,سيتم تطبيق الخصومات في نطاقات تسلسلية مثل اشتر 1 واحصل على 1، اشتر 2 واحصل على 2، اشتر 3 واحصل على 3 وما إلى ذلك,
Discrepancy between General and Payment Ledger,التناقض بين دفتر الأستاذ العام ودفتر الدفع,
Dispatch Address,عنوان الإرسال,
Dispatch Address Details,تفاصيل عنوان الإرسال,
Dispatch Address Name,اسم عنوان الإرسال,
Dispatch Address Template,قالب عنوان الإرسال,
Display Additional Notes,عرض ملاحظات إضافية,
Display Authorization Code,عرض رمز التفويض,
Display Discount %,عرض الخصم %,
Display Discount Amount,عرض مبلغ الخصم,
Display Item Code,عرض رمز العنصر,
Display customer balance in POS screen,عرض رصيد العميل في شاشة نقاط البيع,
Distribute Additional Costs Based On,توزيع التكاليف الإضافية على أساس,
Distribute Manually,توزيع يدويا,
Distributed Discount Amount,مبلغ الخصم الموزع,
Do Not Create New User,لا تقم بإنشاء مستخدم جديد,
Do Not Explode,لا تنفجر,
Do Not Include in Accounting Entries,لا تدرج في إدخالات المحاسبة,
Do Not Update Serial / Batch on Creation of Auto Bundle,لا تقم بتحديث المسلسل/الدفعة عند إنشاء الحزمة التلقائية,
Do Not Use Batch-wise Valuation,لا تستخدم التقييم على أساس الدفعة,
Do Not Use Batchwise Valuation,لا تستخدم تقييم Batchwise,
Do not have permission to access bucket {0}.,ليس لديك إذن للوصول إلى الحاوية {0}.,
Do you still want to enable immutable ledger?,هل مازلت تريد تمكين دفتر الأستاذ غير القابل للتغيير؟,
Do you still want to enable negative inventory?,هل مازلت تريد تمكين المخزون السلبي؟,
Do you want to change valuation method?,هل تريد تغيير طريقة التقييم؟,
Do you want to update the Job Applicant {0} as {1} based on this interview result?,هل تريد تحديث المتقدم للوظيفة {0} إلى {1} بناءً على نتيجة المقابلة هذه؟,
DocTypes can not be modified, please use {0} instead,لا يمكن تعديل DocTypes، يرجى استخدام {0} بدلاً من ذلك,
Doctype with same route already exist. Please choose different title.,Doctype بنفس المسار موجود بالفعل. الرجاء اختيار عنوان مختلف.,
Document No,رقم الوثيقة,
Document Options,خيارات الوثيقة,
Documents Processed on each trigger. Queue Size should be between 5 and 100,تتم معالجة المستندات على كل مشغل. يجب أن يتراوح حجم قائمة الانتظار بين 5 و100,
Documents: {0} have deferred revenue/expense enabled for them. Cannot repost.,المستندات: تم تمكين الإيرادات/المصروفات المؤجلة لدى {0}. لا يمكن إعادة النشر.,
Don't Enforce Free Item Qty,لا تفرض كمية السلعة المجانية,
Don't Reserve Sales Order Qty on Sales Return,لا تقم بحجز كمية أمر المبيعات عند إرجاع المبيعات,
Dont Recompute tax,لا إعادة حساب الضريبة,
Download CSV Template,تنزيل قالب CSV,
Download PDF for Supplier,تحميل PDF للمورد,
Download ZATCA PDF,تحميل زاتكا PDF,
Draft source,مصدر المسودة,
Drop Procedures,إجراءات الإسقاط,
Dropbox Refresh Token,رمز تحديث Dropbox,
Drops existing SQL Procedures and Function setup by Accounts Receivable report,يسقط إجراءات SQL الحالية وإعداد الوظائف من خلال تقرير الحسابات المدينة,
Due {0},مستحق {0},
Dunning Amount (Company Currency),مبلغ المطالبة (عملة الشركة),
Dunning Level,مستوى المطالبة,
Duplicate Attendance,الحضور مكرر,
Duplicate Closing Stock Balance,تكرار رصيد المخزون الختامي,
Duplicate Customer Group,مجموعة عملاء مكررة,
Duplicate Finance Book,كتاب المالية المكرر,
Duplicate Item Group,مجموعة العناصر المكررة,
Duplicate Job Requisition,طلب عمل مكرر,
Duplicate Overwritten Salary,تكرار الراتب المكتوب,
Duplicate POS Invoices found,تم العثور على فواتير نقاط البيع مكررة,
Duplicate Salary Withholding,تكرار حجب الراتب,
Duplicate Workspace,مساحة عمل مكررة,
Duplicate of {0} named as {1} is created successfully,تم إنشاء نسخة مكررة من {0} باسم {1} بنجاح,
Dynamic Condition,الحالة الديناميكية,
EAN-12,EAN-12,
EAN-8,EAN-8,
EDI,التبادل الإلكتروني للبيانات,
ERROR({0}): {1},خطأ ({0}): {1},
Early Exit By,الخروج المبكر بواسطة,
Early Exits,مخارج مبكرة,
Earned Leaves,الأوراق المكتسبة,
Earned Leaves are allocated as per the configured frequency via scheduler.,يتم تخصيص الإجازات المكتسبة وفقًا للتكرار الذي تم تكوينه عبر المجدول.,
Earned Leaves are auto-allocated via scheduler based on the annual allocation set in the Leave Policy: {0},يتم تخصيص الإجازات المكتسبة تلقائيًا عبر المجدول استنادًا إلى التخصيص السنوي المحدد في سياسة الإجازة: {0},
Earned Leaves are leaves earned by an Employee after working with the company for a certain amount of time. Enabling this will allocate leaves on pro-rata basis by automatically updating Leave Allocation for leaves of this type at intervals set by 'Earned Leave Frequency.,الإجازات المكتسبة هي الإجازات التي حصل عليها الموظف بعد العمل مع الشركة لفترة معينة من الوقت. سيؤدي تمكين هذا إلى تخصيص الإجازات على أساس تناسبي عن طريق تحديث تخصيص الإجازات تلقائيًا للإجازات من هذا النوع على فترات زمنية يحددها "تكرار الإجازات المكتسبة".,
Earning Salary Component is required for Employee Referral Bonus.,يلزم الحصول على مكون الراتب للحصول على مكافأة إحالة الموظف.,
Earnings & Deductions,الأرباح والخصومات,
Edit Capacity,تحرير القدرة,
Edit Cart,تحرير سلة التسوق,
Edit Chart,تحرير الرسم البياني,
Edit Filter,تحرير عامل التصفية,
Edit Note,تحرير الملاحظة,
Edit Qty,تحرير الكمية,
Edit Section,تحرير القسم,
Edit Shortcut,تحرير الاختصار,
Edit Workspace,تحرير مساحة العمل,
Edit customer,تحرير العميل,
Edit your response,قم بتحرير ردك,
Editing {0} is not allowed as per POS Profile settings,تعديل {0} غير مسموح به وفقًا لإعدادات ملف تعريف نقطة البيع,
Effective From,فعالة من,
Effective To,فعالة ل,
Either 'Selling' or 'Buying' must be selected,يجب تحديد إما "البيع" أو "الشراء".,
Email Address must be unique, it is already used in {0},يجب أن يكون عنوان البريد الإلكتروني فريدًا، فهو مستخدم بالفعل في {0},
Email Campaign Error,خطأ في حملة البريد الإلكتروني,
Email Campaign Send Error,خطأ في إرسال حملة البريد الإلكتروني,
Email Digest Recipient,مستلم ملخص البريد الإلكتروني,
Email Receipt,إيصال البريد الإلكتروني,
Email Salary Slips,البريد الإلكتروني قسائم الراتب,
Email Sent At,تم إرسال البريد الإلكتروني على,
Employee Advance Balance,رصيد سلفة الموظف,
Employee Cost Center,مركز تكلفة الموظفين,
Employee Exit Settings,إعدادات خروج الموظف,
Employee Exits,خروج الموظف,
Employee Feedback Criteria,معايير ردود فعل الموظفين,
Employee Feedback Rating,تقييم آراء الموظفين,
Employee Grievance,شكوى الموظف,
Employee Hours Utilization Based On Timesheet,الاستفادة من ساعات عمل الموظف على أساس الجدول الزمني,
Employee Info,معلومات الموظف,
Employee Naming By,تسمية الموظف بواسطة,
Employee Onboarding: {0} already exists for Job Applicant: {1},إعداد الموظف: {0} موجود بالفعل للمتقدم للوظيفة: {1},
Employee Performance Feedback,ردود الفعل على أداء الموظف,
Employee Promotion cannot be submitted before Promotion Date,لا يمكن تقديم ترقية الموظف قبل تاريخ الترقية,
Employee Referral {0} is not applicable for referral bonus.,إحالة الموظف {0} لا تنطبق على مكافأة الإحالة.,
Employee Referrals,إحالات الموظفين,
Employee Responsible,الموظف المسؤول,
Employee Retained,الاحتفاظ بالموظف,
Employee Self Service,الخدمة الذاتية للموظف,
Employee Status,حالة الموظف,
Employee Transfer cannot be submitted before Transfer Date,لا يمكن تقديم نقل الموظف قبل تاريخ النقل,
Employee User Id,معرف مستخدم الموظف,
Employee advance account {0} should be of type {1},يجب أن يكون حساب سلفة الموظف {0} من النوع {1},
Employee advance account {0} should be of type {1}.,يجب أن يكون الحساب المقدم للموظف {0} من النوع {1}.,
Employee can be named by Employee ID if you assign one, or via Naming Series. Select your preference here.,يمكن تسمية الموظف بواسطة معرف الموظف إذا قمت بتعيين واحد، أو عبر سلسلة التسمية. حدد تفضيلاتك هنا.,
Employee is required,مطلوب موظف,
Employee name,اسم الموظف,
Employee not found,لم يتم العثور على الموظف,
Employee records are created using the selected option,يتم إنشاء سجلات الموظفين باستخدام الخيار المحدد,
Employee was marked Absent due to missing Employee Checkins.,تم وضع علامة "غائب" على الموظف بسبب فقدان تسجيلات الموظف.,
Employee was marked Absent for not meeting the working hours threshold.,تم وضع علامة غائب على الموظف لعدم استيفاء حد ساعات العمل.,
Employee was marked Absent for other half due to missing Employee Checkins.,تم وضع علامة "غائب" على الموظف للنصف الآخر بسبب فقدان تسجيلات وصول الموظف.,
Employee {0} already has an Attendance Request {1} that overlaps with this period,الموظف {0} لديه بالفعل طلب حضور {1} يتداخل مع هذه الفترة,
Employee {0} already has an active Shift {1}: {2} that overlaps within this period.,الموظف {0} لديه بالفعل مناوبة نشطة {1}: {2} تتداخل خلال هذه الفترة.,
Employee {0} already submitted an application {1} for the payroll period {2},قام الموظف {0} بإرسال طلب {1} لفترة الرواتب {2} بالفعل,
Employee {0} does not belong to the company {1},الموظف {0} لا ينتمي إلى الشركة {1},
Employee {0} has already applied for Shift {1}: {2} that overlaps within this period,لقد قام الموظف {0} بالفعل بتقديم طلب للحصول على الوردية {1}: {2} التي تتداخل خلال هذه الفترة,
Employee {0} has already applied for {1} between {2} and {3} : {4},لقد تقدم الموظف {0} بالفعل بطلب للحصول على {1} بين {2} و{3}: {4},
Employee {0} is currently working on another workstation. Please assign another employee.,يعمل الموظف {0} حاليًا على محطة عمل أخرى. يرجى تعيين موظف آخر.,
Employee {0} not found,لم يتم العثور على الموظف {0}.,
Employee {0} not found in Training Event Participants.,لم يتم العثور على الموظف {0} في المشاركين في حدث التدريب.,
Employee {0} relieved on {1} must be set as 'Left',يجب تعيين الموظف {0} الذي تم إعفاءه في {1} كـ "يسار",
Employee: {0} have to complete minimum {1} years for gratuity,الموظف: {0} يجب أن يكمل الحد الأدنى من {1} سنة للحصول على مكافأة نهاية الخدمة,
Employees cannot give feedback to themselves. Use {0} instead: {1},لا يمكن للموظفين تقديم تعليقات لأنفسهم. استخدم {0} بدلاً من ذلك: {1},
Employees on Half Day HTML,الموظفين على نصف يوم HTML,
Employees will miss holiday reminders from {} until {}. <br> Do you want to proceed with this change?,سوف يفوت الموظفون تذكيرات العطلات من {} حتى {}. <br> هل تريد متابعة هذا التغيير؟,
Employees without Feedback: {0},الموظفون بدون تعليقات: {0},
Employees without Goals: {0},موظفون ليس لديهم أهداف: {0},
EmptyState,حالة فارغة,
Enable Allow Partial Reservation in the Stock Settings to reserve partial stock.,قم بتمكين السماح بالحجز الجزئي في إعدادات المخزون لحجز المخزون الجزئي.,
Enable Attributes/Modifiers,تمكين السمات/المعدلات,
Enable Automatic Party Matching,تمكين المطابقة التلقائية للأطراف,
Enable Awesome Dashboard,تمكين لوحة القيادة الرائعة,
Enable Branch Configuration,تمكين تكوين الفرع,
Enable Camera Scanning,تمكين المسح بالكاميرا,
Enable Cash Movement,تمكين الحركة النقدية,
Enable Common Party Accounting,تمكين محاسبة الأطراف المشتركة,
Enable Company-Wide Dashboard Scope,تمكين نطاق لوحة المعلومات على مستوى الشركة,
Enable Customer Display,تمكين عرض العملاء,
Enable Discount Accounting for Selling,تمكين محاسبة الخصم للبيع,
Enable Early Exit Marking,تمكين علامة الخروج المبكر,
Enable Email Notification,تمكين إشعار البريد الإلكتروني,
Enable Fuzzy Matching,تمكين المطابقة الغامضة,
Enable Health Monitor,تمكين مراقبة الصحة,
Enable Immutable Ledger,تمكين دفتر الأستاذ غير القابل للتغيير,
Enable Late Entry Marking,تمكين وضع علامة على الدخول المتأخر,
Enable POS Awesome dashboard globally.,تمكين لوحة تحكم POS Awesome على مستوى العالم.,
Enable Provisional Accounting For Non Stock Items,تمكين المحاسبة المؤقتة للبنود غير المخزونة,
Enable Return Validity,تمكين صلاحية العودة,
Enable Silent Print,تمكين الطباعة الصامتة,
Enable Stock Reservation,تمكين حجز المخزون,
Enable System Notification,تمكين إعلام النظام,
Enable camera-based barcode and QR code scanning for mobile devices,تمكين المسح الضوئي للرمز الشريطي ورمز QR المعتمد على الكاميرا للأجهزة المحمولة,
Enable email notification for any comment or likes received on your Blog Post.,قم بتمكين إشعار البريد الإلكتروني لأي تعليق أو إعجابات تتلقاها على منشور مدونتك.,
Enable in case of multiple branches with different commercial registration number.|||<br>|||<b>Warning:</b> This requires manual configuration of an Accounting Dimension for company branches.,هذا التمكين في حالة وجود فروع متعددة برقم سجل تجاري مختلف.|||<br>|||<b>تحذير:</b> يتطلب هذا تكوينًا يدويًا للبعد المحاسبي لفروع الشركة.,
Enable it if users want to consider rejected materials to dispatch.,قم بتمكينه إذا أراد المستخدمون النظر في إرسال المواد المرفوضة.,
Enable only if barcode also contains price segment.,قم بالتمكين فقط إذا كان الرمز الشريطي يحتوي أيضًا على شريحة السعر.,
Enable return validity date enforcement for POS returns.,تمكين فرض تاريخ صلاحية الإرجاع لمرتجعات نقطة البيع.,
Enable return validity enforcement for this POS Profile.,تمكين فرض صلاحية الإرجاع لملف تعريف نقطة البيع هذا.,
Enable this checkbox even if you want to set the zero priority,قم بتمكين مربع الاختيار هذا حتى إذا كنت تريد تعيين الأولوية صفر,
Enable this option to calculate daily depreciation by considering the total number of days in the entire depreciation period, (including leap years) while using daily pro-rata based depreciation,قم بتمكين هذا الخيار لحساب الإهلاك اليومي من خلال الأخذ في الاعتبار إجمالي عدد الأيام في فترة الإهلاك بأكملها (بما في ذلك السنوات الكبيسة) أثناء استخدام الإهلاك اليومي التناسبي,
Enable to apply SLA on every {0},تمكين تطبيق اتفاقية مستوى الخدمة (SLA) في كل {0},
Enable when your barcode starts with a fixed prefix value (for example, 331).,قم بالتمكين عندما يبدأ الرمز الشريطي الخاص بك بقيمة بادئة ثابتة (على سبيل المثال، 331).,
Enabling this checkbox will force each Job Card Time Log to have From Time and To Time,سيؤدي تمكين مربع الاختيار هذا إلى إجبار كل سجل وقت لبطاقة الوظيفة على أن يكون من الوقت وإلى الوقت,
Enabling this ensures each Purchase Invoice has a unique value in Supplier Invoice No. field within a particular fiscal year,ويضمن تمكين ذلك أن يكون لكل فاتورة شراء قيمة فريدة في حقل رقم فاتورة المورد خلال سنة مالية معينة,
Enabling this option will allow you to record - <br><br> 1. Advances Received in a <b>Liability Account</b> instead of the <b>Asset Account</b><br><br>2. Advances Paid in an <b>Asset Account</b> instead of the <b> Liability Account</b>,سيسمح لك تمكين هذا الخيار بالتسجيل - <br><br> 1. السلف المستلمة في <b>حساب المسؤولية</b> بدلاً من <b>حساب الأصول</b><br><br>2. السلف المدفوعة في <b>حساب الأصول</b> بدلاً من <b> حساب الالتزام</b>,
Enabling this will allow creation of multi-currency invoices against single party account in company currency,سيؤدي تمكين هذا إلى السماح بإنشاء فواتير متعددة العملات مقابل حساب طرف واحد بعملة الشركة,
Enabling this will change the way how cancelled transactions are handled.,سيؤدي تمكين هذا إلى تغيير الطريقة التي يتم بها التعامل مع المعاملات الملغاة.,
Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.,سيؤدي تمكين هذا إلى تسجيل موقعك على خادم ترحيل مركزي لإرسال إشعارات الدفع لجميع التطبيقات المثبتة من خلال Firebase Cloud Messaging. يقوم هذا الخادم فقط بتخزين الرموز المميزة للمستخدم وسجلات الأخطاء، ولا يتم حفظ أي رسائل.,
Encashment Days,أيام الصرف,
Encashment Days cannot exceed {0} {1} as per Leave Type settings,لا يمكن أن تتجاوز أيام صرف الأموال {0} {1} وفقًا لإعدادات نوع الإجازة,
Encashment Limit Applied,تم تطبيق حد الصرف,
End Transit,إنهاء العبور,
End date: {0},تاريخ الانتهاء: {0},
End of the current subscription period,نهاية فترة الاشتراك الحالية,
Enforce Time Logs,فرض سجلات الوقت,
Enter First and Last name of Employee, based on Which Full Name will be updated. IN transactions, it will be Full Name which will be fetched.,أدخل الاسم الأول والأخير للموظف، بناءً على الاسم الكامل الذي سيتم تحديثه. في المعاملات، سيكون الاسم الكامل الذي سيتم جلبه.,
Enter a name for Routing.,أدخل اسمًا للتوجيه.,
Enter a name for the Operation, for example, Cutting.,أدخل اسمًا للعملية، على سبيل المثال، القطع.,
Enter a new PIN.,أدخل رقم التعريف الشخصي الجديد.,
Enter an Item Code, the name will be auto-filled the same as Item Code on clicking inside the Item Name field.,أدخل رمز العنصر، وسيتم ملء الاسم تلقائيًا بنفس رمز العنصر عند النقر داخل حقل اسم العنصر.,
Enter date to scrap asset,أدخل التاريخ لإلغاء الأصول,
Enter each serial no in a new line,أدخل كل رقم تسلسلي في سطر جديد,
Enter rate for {0},أدخل السعر لـ {0},
Enter the Operation, the table will fetch the Operation details like Hourly Rate, Workstation automatically.|||||| After that, set the Operation Time in minutes and the table will calculate the Operation Costs based on the Hourly Rate and Operation Time.,أدخل العملية، وسيجلب الجدول تفاصيل العملية مثل معدل الساعة ومحطة العمل تلقائيًا.|||||| بعد ذلك، قم بتعيين وقت التشغيل بالدقائق وسيحسب الجدول تكاليف التشغيل بناءً على السعر بالساعة ووقت التشغيل.,
Enter the Operation, the table will fetch the Operation details like Hourly Rate, Workstation automatically.|||||||| After that, set the Operation Time in minutes and the table will calculate the Operation Costs based on the Hourly Rate and Operation Time.,أدخل العملية، وسيجلب الجدول تفاصيل العملية مثل معدل الساعة ومحطة العمل تلقائيًا.|||||||| بعد ذلك، قم بتعيين وقت التشغيل بالدقائق وسيحسب الجدول تكاليف التشغيل بناءً على السعر بالساعة ووقت التشغيل.,
Enter the Standard Working Hours for a normal work day. These hours will be used in calculations of reports such as Employee Hours Utilization and Project Profitability analysis.,أدخل ساعات العمل القياسية ليوم عمل عادي. سيتم استخدام هذه الساعات في حسابات التقارير مثل استخدام ساعات الموظف وتحليل ربحية المشروع.,
Enter the number of leaves you want to allocate for the period.,أدخل عدد الإجازات التي تريد تخصيصها لهذه الفترة.,
Enter the opening stock units.,أدخل وحدات المخزون الافتتاحية.,
Enter the quantity of the Item that will be manufactured from this Bill of Materials.,أدخل كمية العنصر الذي سيتم تصنيعه من قائمة المواد هذه.,
Enter the quantity to manufacture. Raw material Items will be fetched only when this is set.,أدخل الكمية المراد تصنيعها. سيتم جلب عناصر المواد الخام فقط عند تعيين ذلك.,
Error copied to clipboard,حدث خطأ أثناء النسخ إلى الحافظة,
Error creating Purchase Invoice: {0},خطأ في إنشاء فاتورة الشراء: {0},
Error creating Purchase Order: {0},خطأ في إنشاء أمر الشراء: {0},
Error creating Purchase Receipt: {0},خطأ في إنشاء إيصال الشراء: {0},
Error fetching Purchase Order: {0},خطأ في جلب أمر الشراء: {0},
Error fetching Purchase Receipt: {0},خطأ في جلب إيصال الشراء: {0},
Error fetching Supplier Quotation: {0},خطأ في جلب عرض أسعار المورد: {0},
Error in formula or condition,خطأ في الصيغة أو الشرط,
Error in formula or condition: {0} in Income Tax Slab,خطأ في الصيغة أو الشرط: {0} في شريحة ضريبة الدخل,
Error in party matching for Bank Transaction {0},خطأ في مطابقة الطرف للمعاملة المصرفية {0},
Error initializing dashboard. Please check the console.,خطأ في تهيئة لوحة القيادة. يرجى التحقق من وحدة التحكم.,
Error submitting Purchase Invoice: {0},خطأ في إرسال فاتورة الشراء: {0},
Error submitting Purchase Order: {0},خطأ في إرسال طلب الشراء: {0},
Error submitting Purchase Receipt: {0},خطأ في إرسال إيصال الشراء: {0},
Error submitting RFQ: {0},خطأ في إرسال طلب عرض الأسعار: {0},
Error submitting Supplier Quotation: {0},خطأ في إرسال عرض أسعار المورد: {0},
Error submitting invoice: No response from server,خطأ في إرسال الفاتورة: لا يوجد رد من الخادم,
Error submitting invoice: {0},خطأ في إرسال الفاتورة: {0},
Error while evaluating the {doctype} {doclink} at row {row_id}. <br><br> <b>Error:</b> {error} <br><br> <b>Hint:</b> {description},حدث خطأ أثناء تقييم {doctype} {doclink} في الصف {row_id}. <br><br> <b>خطأ:</b> {خطأ} <br><br> <b>تلميح:</b> {description},
Error while posting depreciation entries,حدث خطأ أثناء ترحيل إدخالات الإهلاك,
Error while processing deferred accounting for {0},حدث خطأ أثناء معالجة المحاسبة المؤجلة لـ {0},
Error while reposting item valuation,حدث خطأ أثناء إعادة نشر تقييم العنصر,
Error:,خطأ:,
Error: This asset already has {0} depreciation periods booked.|||				The `depreciation start` date must be at least {1} periods after the `available for use` date.|||				Please correct the dates accordingly.,خطأ: يحتوي هذا الأصل بالفعل على {0} فترة إهلاك محجوزة.|||				يجب أن يكون تاريخ `بدء الإهلاك` على الأقل {1} فترة بعد تاريخ `متاح للاستخدام`.|||				يرجى تصحيح التواريخ وفقا لذلك.,
Error: {0} is mandatory field,خطأ: {0} حقل إلزامي,
Errors Notification,إشعار الأخطاء,
Errors and Warnings,الأخطاء والتحذيرات,
Estimated Time,الوقت المقدر,
Evaluation Method cannot be changed as there are existing appraisals created for this cycle,لا يمكن تغيير طريقة التقييم نظرًا لوجود تقييمات موجودة تم إنشاؤها لهذه الدورة,
Event Notifications,إشعارات الأحداث,
Every 2 Weeks,كل أسبوعين,
Every 3 Weeks,كل 3 أسابيع,
Every 4 Weeks,كل 4 أسابيع,
Every Week,كل أسبوع,
Everyone, let’s congratulate them on their work anniversary!,جميعًا، دعونا نهنئهم بذكرى عملهم!,
Everyone, let’s congratulate {0} on their birthday.,جميعًا، دعونا نهنئ {0} بعيد ميلاده.,
Example URL,مثال لعنوان URL,
Example of a linked document: {0},مثال للمستند المرتبط: {0},
Excess Disassembly,التفكيك الزائد,
Excess Materials Consumed,المواد الزائدة المستهلكة,
Excess Transfer,تحويل الفائض,
Exchange Gain / Loss,مكاسب / خسائر الصرف,
Exchange Gain Or Loss,تبادل الربح أو الخسارة,
Exchange Gain/Loss amount has been booked through {0},تم حجز مبلغ ربح/خسارة الصرف من خلال {0},
Exchange Rate Revaluation Settings,إعدادات إعادة تقييم سعر الصرف,
Exchange Rate cannot be zero.,لا يمكن أن يكون سعر الصرف صفرًا.,
Exclude Holidays,استبعاد العطلات,
Exclude Zero Balance Parties,استبعاد أطراف الرصيد الصفري,
Excluded DocTypes,أنواع المستندات المستبعدة,
Excluded Fee,الرسوم المستثناة,
Excluded {0} Non-Encashable Leaves for {1},تم استبعاد {0} من الإجازات غير القابلة للصرف لـ {1},
Exempt Supplies,الإمدادات المعفاة,
Exempt from Tax || Qualified Supply of Goods in Duty Free area,معفاة من الضريبة || التوريد المؤهل للسلع في منطقة السوق الحرة,
Exemption Proofs,إثباتات الإعفاء,
Existing Record,السجل الموجود,
Existing Shift Assignments,مهام التحول الحالية,
Exit Confirmed,تم تأكيد الخروج,
Exit Details,تفاصيل الخروج,
Exit Full Screen,الخروج من وضع ملء الشاشة,
Exit Interview,الخروج من المقابلة,
Exit Interview Pending,الخروج من المقابلة معلقة,
Exit Interview {0} already exists for Employee: {1},الخروج من المقابلة {0} موجود بالفعل للموظف: {1},
Exit Questionnaire,الخروج من الاستبيان,
Exit Questionnaire Notification,إشعار الخروج من الاستبيان,
Exit Questionnaire Notification Template,الخروج من نموذج إشعار الاستبيان,
Exit Questionnaire Pending,الخروج من الاستبيان معلق,
Exit Questionnaire Web Form,الخروج من نموذج ويب الاستبيان,
Expected,مُتوقع,
Expected Average Rating,متوسط ​​التقييم المتوقع,
Expected Balance Qty,الكمية المتوقعة للرصيد,
Expected By,المتوقع بواسطة,
Expected Compensation,التعويض المتوقع,
Expected End Date should be less than or equal to parent task's Expected End Date {0}.,يجب أن يكون تاريخ الانتهاء المتوقع أقل من أو يساوي تاريخ الانتهاء المتوقع للمهمة الرئيسية {0}.,
Expected Skill Set,مجموعة المهارات المتوقعة,
Expected Skillset,مجموعة المهارات المتوقعة,
Expected Stock Value,قيمة السهم المتوقعة,
Expected Time Required (In Mins),الوقت المتوقع المطلوب (بالدقائق),
Expected a list of names,من المتوقع قائمة الأسماء,
Expense Claim Summary,ملخص المطالبة بالنفقات,
Expenses & Advances,النفقات والسلف,
Expiration date must be in the future,يجب أن يكون تاريخ انتهاء الصلاحية في المستقبل,
Expire Leaves,انتهاء صلاحية الأوراق,
Expired Leave(s),الإجازة (الإجازات) منتهية الصلاحية,
Expires,تنتهي,
Expiry,انتهاء الصلاحية,
Export Report: {0},تصدير التقرير: {0},
Exporting...,جارٍ التصدير...,
Extended Bank Statement,كشف حساب البنك الموسع,
External Push Source Site,موقع مصدر الدفع الخارجي,
External Stock View,عرض الأسهم الخارجية,
Extra Consumed Qty,الكمية الزائدة المستهلكة,
Extra Job Card Quantity,كمية بطاقة العمل الإضافية,
FG Qty from Transferred Raw Materials,FG الكمية من المواد الخام المنقولة,
FIFO Queue vs Qty After Transaction Comparison,قائمة انتظار FIFO مقابل الكمية بعد مقارنة المعاملات,
FIFO Stock Queue (qty, rate),قائمة انتظار المخزون التي ترد أولاً يصرف أولاً (الكمية، السعر),
FIFO/LIFO Queue,قائمة انتظار FIFO/LIFO,
Failed to create Send Quotation,فشل في إنشاء إرسال عرض الأسعار,
Failed to create/submit {0} for employees:,فشل إنشاء/إرسال {0} للموظفين:,
Failed to delete defaults for country {0}.,فشل حذف الإعدادات الافتراضية للبلد {0}.,
Failed to download Salary Slip PDF,فشل في تنزيل قسيمة الراتب PDF,
Failed to insert Purchase Invoice,فشل في إدراج فاتورة الشراء,
Failed to insert Purchase Order,فشل في إدراج أمر الشراء,
Failed to insert Purchase Receipt,فشل في إدراج إيصال الشراء,
Failed to load document,فشل تحميل المستند,
Failed to post depreciation entries,فشل في ترحيل إدخالات الإهلاك,
Failed to send email for campaign {0} to {1},فشل إرسال البريد الإلكتروني للحملة {0} إلى {1},
Failed to send the Interview Reschedule notification. Please configure your email account.,فشل إرسال إشعار إعادة جدولة المقابلة. يرجى تكوين حساب البريد الإلكتروني الخاص بك.,
Failed to setup defaults for country {0}.,فشل في إعداد الإعدادات الافتراضية للبلد {0}.,
Failed to setup defaults for country {0}. Please contact support.,فشل في إعداد الإعدادات الافتراضية للبلد {0}. يرجى الاتصال بالدعم.,
Failed to submit some leave policy assignments:,فشل إرسال بعض مهام سياسة الإجازات:,
Failed to update the Job Applicant status,فشل في تحديث حالة المتقدم للوظيفة,
Failed to {0} {1} for employees:,فشل في {0} {1} للموظفين:,
Failure Description,وصف الفشل,
Failure Details,تفاصيل الفشل,
